71
id,name,type,xposition,ypositon,isburning
63,9,corridor,0.8,9.82,0
11,64,stair,0.3,4.49,7
64,10,stair,0.3,7.5,7
4,65,stair,0.1,4.33,10
65,10,stair,0.1,10.35,10
2,66,road,0.1,1.73,6
66,3,road,0.1,4.78,6
5,67,road,0.7,7.57,6
67,12,road,0.7,5.69,6
1,68,road,0.9,1.75,3
68,3,road,0.9,2.47,3
10,69,stair,0.0,3.87,4
69,3,stair,0.0,2.56,4
11,70,stair,0.8,3.38,2
70,5,stair,0.8,10.58,2
2,71,road,0.2,3.68,0
71,8,road,0.2,5.7,0
